,title,year,link,rating,votes,genre,runtime
5117,The Curious Obstacle Race,1898,/title/tt2151644/,,,"Documentary, Short",
5118,Chinese Procession,1898,/title/tt0221072/,5.1,16,"Documentary, Short",
5119,Trip from Barnstaple to Ilfracombe,1896,/title/tt2184323/,,,"Documentary, Short",
5120,Plaguing Grandpa,1897,/title/tt0216083/,,,"Short, Comedy",
5121,Brighton,1898,/title/tt2185690/,,,"Documentary, Short",
5122,Schlußszene des II. Aktes aus Fall Corignan,1898,/title/tt0454544/,,,Short,
5123,By Pulpit Rock and Through the Town of Echo,1899,/title/tt0263170/,,,"Documentary, Short",
5124,Torpedo,1899,/title/tt2287256/,,,"Documentary, Short",
5125,"Bareback Riding, 6th Cavalry, U.S.A.",I) (1898,/title/tt0225151/,,,"Documentary, Short",
5126,Animated Portrait: President Kruger,1898,/title/tt2152846/,,,"Documentary, Short",
5127,Market Street,1899,/title/tt0257903/,,,"Documentary, Short",
5128,Railway Traffic on the L.N.W.R.,1897,/title/tt0345840/,,,"Documentary, Short",
5129,"Chas. Werts, Acrobat",1897,/title/tt0215611/,,,Short,
5130,New York Mounted Police,1899,/title/tt0245315/,,,"Documentary, Short",
5131,Fire Calls and Rescue by Fire Escapes,1899,/title/tt0464649/,,,"Short, Drama",
5132,29e Chasseurs (Vincennes),1897,/title/tt2271139/,,,"Documentary, Short",
5133,Incêndio na Praça do Mercado,1899,/title/tt1735441/,,,"Documentary, Short",
5134,Brave Cubans Firing at Spanish Soldiers,1898,/title/tt0219561/,,,"Documentary, Short",
5135,Nearing Windsor,1899,/title/tt2357550/,,,"Documentary, Short",
5136,Nine Inch Breech Loaders in Action,1899,/title/tt2346432/,,,"Documentary, Short",
5137,Artillery and Scots Greys,1899,/title/tt2346420/,,,"Documentary, Short",
5138,How Charlie Got the Dough,1899,/title/tt0242534/,,,"Short, Comedy",
5139,A Romp in Camp,1898,/title/tt0237667/,,,Short,
5140,Stealing Apples,1898,/title/tt0240036/,,,Short,
5141,M'lle. Cathrina Bartho,II) (1899,/title/tt0256900/,,,Short,
5142,Bumping Race (Cambridge May Races),1899,/title/tt0344973/,,,"Documentary, Short",
5143,Chiens savants: la danse serpentine,1898,/title/tt1741506/,5.4,61,Short,1 min
5144,Queen's Jubilee,1897,/title/tt0217752/,,,"Short, News",
5145,Sortie de la grand' messe de l'église de la cathédrale,1899,/title/tt0272855/,,,"Documentary, Short",
5146,Ship Gun Drills,1899,/title/tt2287298/,,,"Documentary, Short",
5147,S.S. New York Leaving Southampton Docks,1899,/title/tt2199624/,,,"Documentary, Short",
5148,Irish Jig,1898,/title/tt0257803/,3.4,10,Short,
5149,Le vieux Paris: Vue prise en bateau,1899,/title/tt3177214/,5.3,96,Short,1 min
5150,Scots Guards Leaving Windsor Castle,1899,/title/tt2332634/,,,"Documentary, Short",
5151,Queen Victoria's Diamond Jubilee Procession,VI) (1897,/title/tt2345691/,4.2,6,"Documentary, Short",
5152,Pope Leo XIII Resting on His Way to His Summer Villa,1898,/title/tt0345803/,,,"Documentary, Short",
5153,Thames Challenge Cup Race: Final Heat,1899,/title/tt2288560/,,,"Documentary, Short, Sport",
5154,Panorama of Liverpool,1899,/title/tt2199542/,,,"Documentary, Short",
5155,Tapping a Blast Furnace,1899,/title/tt0242932/,,,"Documentary, Short",
5156,Danses en Abyssinie,1898,/title/tt2322401/,,,"Documentary, Short",
5157,Love in the Kitchen,1899,/title/tt0242620/,,,"Short, Comedy",
5158,General Quarters H.M.S. Seaflower,1898,/title/tt2159426/,,,"Documentary, Short",
5159,Mariage forcé,1898,/title/tt6972336/,,,Short,
5160,"Débarquement de voyageurs, port de Granville",1899,/title/tt0225579/,5.6,5,"Documentary, Short",
5161,An Impromptu Can-Can at the Chorus Girls' Picnic,1898,/title/tt0221261/,,,Short,
5162,After the Battle,1898,/title/tt0219479/,,,"Short, War",
5163,Passeggio alla Villa Bellini (Catania),1898,/title/tt2198632/,,,"Documentary, Short",
5164,Arrivée de 'La Champagne',1899,/title/tt0350545/,,,"Documentary, Short",
5165,Een trambestorming op zondag op den dam,1899,/title/tt0346044/,4.2,10,Short,
5166,Rochester Fire Department,1899,/title/tt0257045/,,,"Documentary, Short",
5167,Landing Stage,1899,/title/tt2343674/,,,"Documentary, Short",
5168,The Unwelcome Callers,1898,/title/tt0237879/,,,Short,
5169,The Battleship 'Oregon',1898,/title/tt0219537/,,,"Documentary, Short",
5170,Studio,1899,/title/tt2304526/,,,"Documentary, Short",
5171,'Columbia' and 'Defender' Rounding Stake-Boat,1899,/title/tt0250178/,,,"Short, News, Sport",
5172,Die Wachtparade,1896,/title/tt0453304/,5.0,11,"Documentary, Short",
5173,The Quarrelsome Anglers,1898,/title/tt0318004/,,,"Short, Comedy",
5174,Le prestidigitateur D. Devant,1897,/title/tt0223952/,6.1,8,Short,
5175,Caravan Arriving at Pyramids,1897,/title/tt2309915/,,,"Documentary, Short",
5176,"Parade, Americus Club, Canton Ohio",1896,/title/tt0203775/,5.4,9,"Documentary, Short",
5177,The Queen Arriving and Leaving the Lawn,1899,/title/tt2228362/,,,"Documentary, Short",
5178,43rd Rifles; Royal Canadian Infantry,1899,/title/tt0252807/,,,"Documentary, Short",
5179,Sceny wydarzen w Paryzu,1898,/title/tt1029373/,,,"Documentary, Short",
5180,Le malade imaginaire,1897,/title/tt0223689/,5.1,7,Short,
5181,Steamship 'Pavonia',1899,/title/tt0245478/,,,"Documentary, Short",
5182,"13th Infantry, U.S. Army Marching Through Sallyport, Governors Island",1897,/title/tt0214389/,6.8,6,"Documentary, Short",
5183,Vistas españolas,1896,/title/tt0267099/,,,Short,
5184,"Ritorno dalle corso (S. Siro, Milano)",1897,/title/tt2347489/,,,"Documentary, Short",
5185,Scenes on Board the Tantallon Castle,1899,/title/tt2229282/,,,"Documentary, Short",
5186,'Graf Waldersee',1899,/title/tt0243099/,,,"Documentary, Short",
5187,Entrée du cortège royal à l'Exposition,1897,/title/tt3187630/,5.1,14,Short,1 min
5188,Electric Trolley Car,1897,/title/tt2322429/,,,"Documentary, Short",
5189,The Monitor 'Amphitrite',1898,/title/tt0227073/,,,"Documentary, Short",
5190,Sir Redvers Buller Embarking,1899,/title/tt2320528/,,,"Documentary, Short",
5191,Juletræet 1899,1899,/title/tt1469355/,,,Short,
5192,"Ninth Regiment, U.S. Regulars",1898,/title/tt0239721/,,,"Documentary, Short",
5193,An Unwelcome Visitor,1898,/title/tt0226580/,,,Short,
5194,Clock Tower,1897,/title/tt2325599/,,,"Documentary, Short",
5195,Crissie Sheridan,1897,/title/tt0217340/,5.4,180,Short,
5196,The Forbidden Lover,1898,/title/tt0273227/,,,"Short, Comedy",
5197,"Peace Parade, Chicago",1898,/title/tt0240797/,,,"Documentary, Short",
5198,Pope Leo XIII Blessing in the Garden,1898,/title/tt0240816/,,,"Documentary, Short",
5199,Dessinateur: Reine Victoria,1896,/title/tt0000065/,4.0,10,Short,
5200,Akrobat med otur,1897,/title/tt0199310/,5.8,5,"Short, Comedy",
5201,Simulacro de incendio,1897,/title/tt2268551/,5.6,18,Short,
5202,Charmant voyages de noces,1899,/title/tt0224748/,,,Short,
5203,Sceny ludowe w Polsce,1898,/title/tt1029372/,,,"Documentary, Short",
5204,The Sirdar,I) (1898,/title/tt2184164/,,,"Documentary, Short",
5205,Polo Match No. 2,1899,/title/tt2228406/,,,"Documentary, Short, Sport",
5206,Snap the Whip,1898,/title/tt0240004/,,,Short,
5207,How Uncle Reuben Missed the Fishing Party,1898,/title/tt0239476/,,,"Short, Comedy",
5208,A Chicago Street,1898,/title/tt0240408/,,,"Documentary, Short",
5209,"McKinley Leaving State House, Boston",1899,/title/tt0242662/,,,"Short, News",
5210,Combat de coqs,1898,/title/tt2337871/,,,"Documentary, Short, Sport",
5211,Launch of the Shamrock,1899,/title/tt2214014/,,,"Documentary, Short",
5212,Boulevard Haussman: Église Saint Augustin,1897,/title/tt2347299/,,,"Documentary, Short",
5213,"In the Canadian Rockies, Near Banff",1899,/title/tt0257795/,,,"Documentary, Short",
5214,"Street Scene, San Diego",1898,/title/tt0221593/,5.5,17,"Documentary, Short",
5215,Royal Semi-State Occasion,1897,/title/tt2334791/,,,"Documentary, Short",
5216,Piccaninnies at Lion Cubs,1899,/title/tt2332452/,,,"Documentary, Short",
5217,The Dog Show,1898,/title/tt2198460/,,,"Documentary, Short",
5218,Departure of the New Zealand Mounted Rifles,1899,/title/tt2308830/,,,"Documentary, Short",
5219,Bake jizou,1898,/title/tt1992070/,5.0,5,Short,
5220,Military Scene,1896,/title/tt2188825/,,,"Documentary, Short",
5221,Une rue à Séville,1898,/title/tt1741595/,5.0,39,"Documentary, Short",1 min
5222,"Fire Drill at the Factory of Parke, Davis & Co.",1899,/title/tt0250380/,,,"Documentary, Short",
5223,"Showing Group of Bathers, Atlantic City Beach",1896,/title/tt0203900/,,,"Documentary, Short",
5224,New York Police on Parade,I) (1898,/title/tt0232186/,,,"Documentary, Short",
5225,The Charge of the Light Brigade,1898,/title/tt0221067/,6.6,7,"Short, Family",
5226,Children Dancing Round the Maypole,1898,/title/tt2185676/,,,"Documentary, Short",
5227,Ladies' Tortoise Race,1899,/title/tt2241144/,,,"Documentary, Short, Sport",
5228,Kirkstall Station,1898,/title/tt2151896/,,,"Documentary, Short",
5229,Black Watch Landing at Cape Town,1899,/title/tt2316768/,,,"Documentary, Short",
5230,Alumnos de Chapultepec con la esgrima del fusil,1897,/title/tt0424792/,,,"Documentary, Short",
5231,Braemar Castle Leaving for South Africa,1899,/title/tt2287272/,,,"Documentary, Short",
5232,Clog Dancing Contest for the Championship of England,1898,/title/tt2144624/,,,"Documentary, Short",
5233,Peinture à l'envers,1898,/title/tt0222261/,6.3,15,"Documentary, Short",
5234,Chegada do Trem em Petrópolis,1897,/title/tt1735410/,,,"Documentary, Short",
5235,Patriot's Day Parade,I) (1899,/title/tt0243480/,,,"Documentary, Short",
5236,Moulin Rouge Dancers,II) (1898,/title/tt0228611/,,,Short,
5237,Scene in Ike Einstein's Pawn Office,1897,/title/tt0214097/,,,Short,
5238,The Dusky Serenade,1899,/title/tt0243231/,,,"Short, Comedy",
5239,Wall Scaling,1897,/title/tt0218710/,,,Short,
5240,"Sports and Nations' Dance, Grand Finale and Curtain",1899,/title/tt2027217/,,,Short,
5241,Утро на Базарной улице,1898,/title/tt1441245/,,,"Documentary, Short",1 min
5242,The Interrupted Supper,1896,/title/tt2194681/,,,Short,
5243,Ringrijden voor sjeezen te Haarlem,1899,/title/tt0345862/,,,"Documentary, Short",
5244,Shooting the Chutes,1899,/title/tt2270978/,,,"Documentary, Short",
5245,Squad with Horizontal Bar,1897,/title/tt2336471/,,,"Documentary, Short, Sport",
5246,Squad Marching,1898,/title/tt2144616/,,,"Documentary, Short",
5247,Battle of Guantanomo,1898,/title/tt0219532/,,,"Short, War",
5248,View from Gorge Railroad,1896,/title/tt0287096/,5.3,6,"Documentary, Short",
5249,Tearing,1899,/title/tt2229328/,,,"Documentary, Short",
5250,Lutteurs japonais,1898,/title/tt6523144/,6.0,20,"Documentary, Short, Action",1 min
5251,Brigadier-General Fitz Hugh Lee,1898,/title/tt0224680/,,,"Short, News",
5252,The Corset Model,1899,/title/tt0246525/,,,"Short, Comedy",
5253,Saint-Cyriens,1897,/title/tt2271583/,,,"Documentary, Short",
5254,Steering La Marguerite,1899,/title/tt2332444/,,,"Documentary, Short",
5255,"Pennsylvania Avenue, Washington, D.C.",1897,/title/tt0215047/,,,"Documentary, Short",
5256,"Li Hung Chang, 5th Avenue & 55th Street, N.Y.",1896,/title/tt0203651/,4.9,7,"Documentary, Short",
5257,Lawn Tennis in Florida,1898,/title/tt0226061/,,,"Documentary, Short, Sport",
5258,Wreck of the 'Vizcaya',1898,/title/tt0235071/,3.3,36,"Short, News, War",
5259,Encierro de toros,1899,/title/tt2316478/,4.8,18,"Documentary, Short",
5260,"Skeleton Dance, Marionettes",1898,/title/tt0215195/,6.0,10,Short,
5261,"Crew of the 'Shamrock,' at Work",1899,/title/tt0256706/,,,"Short, News, Sport",
5262,"Naples, port et Vésuve",1896,/title/tt1672814/,5.5,95,"Documentary, Short",1 min
5263,"Panoramic View, Horseshoe Curve, from Penna. Ltd.",1899,/title/tt0247606/,,,"Documentary, Short",
5264,"Guard Mount, Ft. Myer",1897,/title/tt0214739/,,,"Documentary, Short",
5265,The 'Sagamore',1899,/title/tt0257339/,,,"Documentary, Short",
5266,Buffalo Police on Parade,1897,/title/tt0217295/,4.4,119,"Documentary, Short",1 min
5267,An Unfriendly Call,1897,/title/tt0214244/,,,"Short, Comedy",
5268,The Paddock,1899,/title/tt0247601/,,,"Short, News, Sport",
5269,Cruiser 'Minneapolis',1898,/title/tt0225447/,,,"Documentary, Short",
5270,He and She,1898,/title/tt0205121/,7.0,7,"Comedy, Short",
5271,"Miss de Vere, 1er prix de beauté, Concours 1899",1899,/title/tt2287226/,,,"Documentary, Short",
5272,Factory Gate,1899,/title/tt2216466/,,,"Documentary, Short",
5273,Infantry Charge,1898,/title/tt0220579/,,,"Documentary, Short",
5274,Hooksett Falls Bridge,1899,/title/tt0254388/,,,"Documentary, Short",
5275,"15,000 Soldiers Reviewed by the President at Camp Alger May 28",1898,/title/tt0220288/,,,"Short, News",
5276,Departure of a Steamer,1899,/title/tt2288658/,,,"Documentary, Short",
5277,Membres de l'institut et délégations diverses,1899,/title/tt2241188/,,,"Documentary, Short",
5278,Corsa Lombardia,1897,/title/tt2325607/,,,"Documentary, Short",
5279,Gatling Gun Crew in Action,1897,/title/tt0218295/,,,"Documentary, Short",
5280,First Battalion Rifle Brigade Embarking,1899,/title/tt2343670/,,,"Documentary, Short",
5281,Horses Loading for Klondike,1897,/title/tt0217550/,3.5,80,"Documentary, Short",
5282,Expert Driving,1897,/title/tt0217467/,,,Short,
5283,"Balloon Ascension, Marionettes",1898,/title/tt0240365/,,,Short,
5284,Carting Snow,1897,/title/tt2323487/,,,"Documentary, Short",
5285,Moulin à homme pour l'arrosage des rizières,1899,/title/tt1977867/,5.2,63,"Documentary, Short",1 min
5286,The Queen at Temple Bar,1897,/title/tt2326029/,,,"Documentary, Short",
5287,A Tragedy Averted,1898,/title/tt0237842/,,,Short,
5288,"Ballet, 'Le carnaval de Venise' II",1897,/title/tt1741498/,5.0,45,Short,1 min
5289,One Mile Dash,1899,/title/tt0256977/,,,"Documentary, Short, Sport",
5290,The Washwoman's Troubles,1897,/title/tt0216401/,5.4,5,"Short, Comedy",
5291,Le roi Léopold II à l'exposition de Tervuren,1897,/title/tt0260330/,,,"Short, News",
5292,Going Away,1896,/title/tt2210635/,,,"Documentary, Short",
5293,Bloemencorso te Haarlem op 4 Juni 1899,1899,/title/tt0344939/,,,"Documentary, Short",
5294,Caciedo,1898,/title/tt0219572/,,,Short,
5295,The Pennsylvania Limited Express,1896,/title/tt0203788/,,,"Documentary, Short",
5296,Boulevard Anspach,1897,/title/tt0258462/,5.1,57,"Documentary, Short",1 min
5297,Home Life of a Hungarian Family,1897,/title/tt0205132/,,,Short,
5298,La mort sur la croix,1899,/title/tt1660597/,,,"Short, Drama",
5299,Episode de la guerre hispano-américaine,1898,/title/tt6971812/,,,Short,
5300,Trot Past of the Queen's Bays,1898,/title/tt2152960/,,,"Documentary, Short",
5301,Via Nazionale e il corso a Roma,1897,/title/tt2347571/,,,"Documentary, Short",
5302,U.S. Battleship 'Iowa',1898,/title/tt0229800/,,,"Documentary, Short",
5303,"Champion Rolla O. Heikes, Breaking the Record at Flying Targets with Winchester Shotgun",1897,/title/tt0214572/,5.2,5,Short,
5304,Eine lustige Gesellschaft vor dem Tivoli in Kopenhagen,1896,/title/tt0405122/,7.2,9,"Documentary, Short",
5305,Broadsword Exercise on the Battleship Texas,1898,/title/tt0219563/,,,"Documentary, Short",
5306,Cutlass Drill and Exercises,1899,/title/tt2270622/,,,"Documentary, Short",
5307,Soldiers at Play,1898,/title/tt0220765/,,,"Documentary, Short",
5308,Grand Trunk R.R. Bridge Over Whirlpool,1899,/title/tt0262450/,,,"Documentary, Short",
5309,Le retour. Au bois,1899,/title/tt3452872/,5.1,110,"Documentary, Short",1 min
5310,Turkish Harem Scene,1896,/title/tt2184327/,,,Short,
5311,Tribulations of a Country Schoolmarm,1898,/title/tt0237855/,,,"Short, Comedy",
5312,The Battleship Maine in the Harbor of Havana,1898,/title/tt2144572/,,,"Documentary, Short",
5313,Seamen at Drill: Sailors at Single Stick Exercises,1898,/title/tt2184974/,,,"Documentary, Short",
5314,Déjeuner sur l'herbe,1896,/title/tt1717605/,,,Short,
5315,Reproduction of the Pedlar Palmer and Terry McGovern Fight,1899,/title/tt0234591/,,,"Documentary, Short, Sport",
5316,"Stanford University, California",1897,/title/tt0218626/,3.7,67,"Documentary, Short",
5317,A Practical Joke,1898,/title/tt0258043/,6.1,8,"Short, Comedy",
5318,Avenue de la Gare à Rennes,1899,/title/tt1657328/,,,"Short, Drama",
5319,Panorama of the Crowded River,1899,/title/tt2241138/,,,"Documentary, Short",
5320,"Voyage dans un train, no. 2",1898,/title/tt2271757/,,,"Documentary, Short",
5321,Clearing a Drift,1898,/title/tt0221081/,,,"Documentary, Short",
5322,A Living Picture Model Posing Before a Mirror,1898,/title/tt0240687/,,,Short,
5323,A Landing Fight,1898,/title/tt0236404/,,,"Short, War",
5324,Prince of Wales Reviewing Yeomanry,1897,/title/tt2325923/,,,"Documentary, Short",
5325,Auf dem Eise,1898,/title/tt0454399/,,,"Documentary, Short",
5326,Passage à niveau,1897,/title/tt2308857/,,,"Documentary, Short",
5327,Bech Olsens og Poul Pons' brydekamp,1899,/title/tt0346587/,4.3,44,Short,
5328,Children's Tea Party,1898,/title/tt0235286/,,,Short,
5329,Les travaux de la Place Royale,1897,/title/tt0272903/,,,"Documentary, Short",
5330,Sawing Wood,1896,/title/tt0203855/,4.2,5,Short,
5331,Panorama Taken from Train,1898,/title/tt2144350/,,,"Documentary, Short",
5332,Ronde enfantine,1897,/title/tt0222329/,5.9,28,Short,1 min
5333,Burlesque Queen and Country Photographer,1899,/title/tt0243161/,,,"Short, Comedy",
5334,Le Ring,1896,/title/tt0222323/,6.0,82,"Documentary, Short",1 min
5335,A Lovers' Quarrel,1899,/title/tt1931372/,,,"Short, Drama",
5336,Bataille de confettis,1897,/title/tt0222796/,5.3,15,Short,
5337,Horses Jumping,1898,/title/tt2152970/,,,"Documentary, Short",
5338,Queenie the Toper Elephant,1899,/title/tt2215806/,,,"Documentary, Short",
5339,Furness Railway,1899,/title/tt2217528/,,,"Documentary, Short",
5340,Le char funèbre,1899,/title/tt1977848/,4.9,73,"Documentary, Short",1 min
5341,Am Lustgarten in Berlin,1898,/title/tt0454384/,,,"Documentary, Short",
5342,"Dewey Parade, 10th Pennsylvania Volunteers",1899,/title/tt0257542/,,,"Short, News",
5343,A Busy Corner,1897,/title/tt0217299/,,,"Documentary, Short",
5344,A Children's Carnival in Germany,1897,/title/tt0218098/,,,"Short, Family",
5345,Bayonet Charge; by the 2nd Illinois Volunteers,1898,/title/tt0235217/,,,"Documentary, Short",
5346,Naval Constructor Richmond P. Hobson,1898,/title/tt0239698/,,,"Documentary, Short",
5347,"Pope Leo XIII and Count Pecci, No. 1",1898,/title/tt0240823/,5.6,9,"Documentary, Short",
5348,Girls Playing Leap Frog,1898,/title/tt0273238/,,,Short,
5349,"Stockholm, entrée de l'exposition",1897,/title/tt1740546/,5.1,139,"Documentary, Short",1 min
5350,O Campo Grande,1898,/title/tt0138342/,,,Documentary,
5351,Balancing in the Basket,1898,/title/tt0231223/,,,"Short, Comedy",
5352,Leander Sisters,1897,/title/tt0218393/,4.1,88,Short,
5353,Les tribulations de Madame Pipelet,1898,/title/tt6974898/,,,Short,
5354,Manganeo,1896,/title/tt0425225/,,,"Documentary, Short",
5355,Digging a Trench,1899,/title/tt0243219/,,,"Documentary, Short",
5356,Panoramic View of Windsor Castle,1899,/title/tt0243474/,,,"Documentary, Short",
5357,Bathing Girls Hurdle Race,1898,/title/tt0238851/,,,"Short, Comedy",
5358,Dance of Rejoicing,1895,/title/tt0229324/,5.1,9,"Documentary, Short",
5359,Flag Drill by Girls of Royal Caledonian Institute,1899,/title/tt2359036/,,,"Documentary, Short",
5360,My Pal,1899,/title/tt2020069/,,,"Short, Comedy",
5361,The Tramp's Surprise,1899,/title/tt1969164/,,,"Short, Comedy",
5362,Can-Can in the Klondike,1899,/title/tt0242345/,,,Short,
5363,The Burglar,II) (1898,/title/tt0229280/,,,"Short, Comedy",
5364,"Mounted Police, Sousa's Band and Sailors of 'Olympia'",1899,/title/tt2288338/,,,"Documentary, Short",
5365,Vistas del puerto de Barcelona,1897,/title/tt2288143/,,,"Documentary, Short",
5366,Admiral Sampson on Board the Flagship,1898,/title/tt0238823/,,,"Short, News, War",
5367,The Gordons Arriving at the Cape,1899,/title/tt2305462/,,,"Documentary, Short",
5368,On Shipboard,1898,/title/tt2152988/,,,"Documentary, Short",
5369,A Rua Augusta em Dia de Festa,1898,/title/tt0138759/,,,Documentary,
5370,Theodore Roosevelt,1898,/title/tt0227630/,4.6,24,"Short, News",
5371,Musical Ride by Ladies,1899,/title/tt2343634/,6.7,6,"Documentary, Short",
5372,Irish Volunteers,1898,/title/tt0231801/,2.5,6,"Documentary, Short",
5373,Swedish National Dance: Eight Performers,1897,/title/tt2349813/,,,"Documentary, Short",
5374,Diving Through Paper Screens,1899,/title/tt0230146/,4.7,7,"Documentary, Short",
5375,Fight Between a Miller and a Sweep,1899,/title/tt1266645/,,,"Short, Comedy",
5376,Danse du ventre,1899,/title/tt2020001/,,,Short,
5377,"Troop 'A' of Cleveland, O.",1897,/title/tt0216302/,,,"Short, News",
5378,The Sausage Machine (No. 3),1897,/title/tt2308991/,,,"Short, Comedy",
5379,Arabis Patrol,1899,/title/tt0254120/,,,"Documentary, Short",
5380,Hull,1898,/title/tt2147074/,,,"Documentary, Short",
5381,Lying in State and Funeral Procession of Rt. Hon. W.E. Gladstone: Lying in State,1898,/title/tt2160018/,,,"Documentary, Short",
5382,Downey-Monaghan (Round 1),1897,/title/tt0215726/,,,"Short, News, Sport",
5383,When Their Love Grew Cold,1899,/title/tt0253937/,,,"Short, Comedy",
5384,Royal Ascot: The Race for the New Stakes,1899,/title/tt2304506/,,,"Documentary, Short, Sport",
5385,Départ des automobiles,1896,/title/tt0000071/,3.9,13,"Short, Sport",
5386,Hippwood-Barrett Car Fender,1899,/title/tt0243963/,,,Short,
5387,The Baker and the Sweep,1898,/title/tt1240408/,,,"Short, Comedy",
5388,Returning from the Races,1898,/title/tt0235711/,,,"Documentary, Short",
5389,Honourable Artillery Company Passing in Review,1899,/title/tt2268434/,,,"Documentary, Short",
5390,The Fire Boat 'New Yorker',1899,/title/tt0253080/,5.8,5,"Documentary, Short",
5391,Thames River Scene,1899,/title/tt0346002/,7.6,5,"Documentary, Short",
5392,Arrival of an Excursion Train,1898,/title/tt2184142/,,,"Documentary, Short",
5393,Carrefour de l'opéra,1898,/title/tt0222941/,,,"Documentary, Short",
5394,Festzug der Studierenden vor der Fürstenhalle,1897,/title/tt0453666/,,,"Documentary, Short",
5395,Baignade,1898,/title/tt2368607/,,,"Documentary, Short",
5396,The Derby: The Paddock,1899,/title/tt2320502/,,,"Documentary, Short, Sport",
5397,Winning the Gloves,1898,/title/tt0274220/,,,"Short, Comedy",
5398,Repairing a Puncture,1897,/title/tt0249914/,,,Short,
5399,Jubilee: The Queen's Carriage and Escort,1897,/title/tt2325779/,,,"Documentary, Short",
5400,"The Christian Herald's Relief Station, Havana",1898,/title/tt0224761/,,,"Documentary, Short",
5401,Fastest Wrecking Crew in the World,1897,/title/tt0217479/,8.0,8,Short,
5402,"Down Whites Road, Port Elizabeth",1899,/title/tt2289446/,,,"Documentary, Short",
5403,Brighton,1899,/title/tt2287264/,,,"Documentary, Short",
5404,Coaching Over a Hilly Road,1899,/title/tt2320782/,,,"Documentary, Short",
5405,La procession de Sainte-Gudule,1897,/title/tt0272792/,,,"Documentary, Short",
5406,Love in a Broker's Office,1897,/title/tt0213822/,,,Short,
5407,Cruiser Marblehead,1898,/title/tt0219620/,,,"Documentary, Short",
5408,Procession à Séville III,1898,/title/tt1741567/,5.2,49,"Documentary, Short",1 min
5409,Am Riebeck-Platz in Halle a/S.,1898,/title/tt0454386/,,,"Documentary, Short",
5410,From War to Peace,1898,/title/tt2184968/,,,"Documentary, Short",
5411,Derricks at Work Discharging Coal,1897,/title/tt2273201/,,,"Documentary, Short",
5412,Promenade,I) (1899,/title/tt2357540/,,,"Documentary, Short",
5413,"Battle Flag of the 10th Pennsylvania Volunteers, Carried in the Philippines",1899,/title/tt0262267/,,,"Documentary, Short",
5414,Horse Race at Epsom,1899,/title/tt0345405/,,,"Short, News, Sport",
5415,Lord Wolseley Inspecing the Roslin Castle,1899,/title/tt2319754/,,,"Documentary, Short",
5416,Through Cape Town on a Tram,1898,/title/tt2151862/,,,"Documentary, Short",
5417,"Frere Bridge, as Destroyed by the Boers",1899,/title/tt0241460/,,,"Documentary, Short",
5418,Sir Redvers Buller Inspecting the Fighting Fifth,1899,/title/tt2316800/,,,"Documentary, Short",
5419,Admiral Dewey's Flagship Olympia in Action at Manila,1899,/title/tt0241157/,,,"Short, War",
5420,Lassage des boeufs pour le labour,1896,/title/tt1736599/,4.6,67,"Documentary, Short",1 min
5421,The Tramp and the Dog,1896,/title/tt2262307/,,,Short,
5422,Am Wasserfall,1897,/title/tt0453593/,,,"Documentary, Short",
5423,Virginia Gaston and Her Shetland Ponies,1899,/title/tt2332454/,,,"Documentary, Short",
5424,A Naval Camp,1899,/title/tt0242722/,,,"Documentary, Short",
5425,Horse Fair at Llangollen,1898,/title/tt2159924/,,,"Documentary, Short",
5426,"Fatima, Star of the Orient",1899,/title/tt0242453/,,,Short,
5427,Race Track Scene,1898,/title/tt2148630/,,,"Documentary, Short",
5428,Christmas Festivities,1899,/title/tt2288638/,,,"Documentary, Short",
5429,Southern Pacific Overland Mail,1897,/title/tt0218622/,4.9,35,"Documentary, Short",
5430,Panoramic View of Cruiser 'Olympia',1899,/title/tt2316464/,,,"Documentary, Short",
5431,Scenes in Pritchard Street,1898,/title/tt2148646/,,,"Documentary, Short",
5432,The Wizard and the Spirit of the Tree,1899,/title/tt0253948/,,,Short,
5433,Panorama of Deeside,1898,/title/tt2146990/,,,"Documentary, Short",
5434,Grand Challenge Cup Race: Final Heat,1899,/title/tt2240766/,,,"Documentary, Short, Sport",
5435,Colonial Troops Passing Westminster,1897,/title/tt2336219/,,,"Documentary, Short",
5436,Clark's Thread Mill,1896,/title/tt0203403/,4.6,8,"Documentary, Short",
5437,They're Not So Warm,1898,/title/tt0221634/,,,Short,
5438,Llegando el tren a Toluca,1899,/title/tt0383472/,,,"Documentary, Short",
5439,Arrest of Dreyfus,1899,/title/tt7509412/,5.3,13,"Short, Drama, History",1 min
5440,The Queen at Sheffield,1897,/title/tt2326027/,,,"Documentary, Short",
5441,The Colonial Contingent,1897,/title/tt2338297/,,,"Documentary, Short",
5442,Banchory from the Railway,1898,/title/tt2189328/,,,"Documentary, Short",
5443,Uscita dell'ultima messa della Chiesa dell'Annunziata del giorno 6 Novembre 1898 (Messina),1898,/title/tt2189312/,,,"Documentary, Short",
5444,Trains at Ballater Station,1898,/title/tt2198516/,,,"Documentary, Short",
5445,Crossing the Line,1899,/title/tt2308688/,,,"Documentary, Short",
5446,"New South Wales Lancers, Fife Light Horse on the March",1899,/title/tt2305156/,,,"Documentary, Short",
5447,The Burglar and the Bundle,1899,/title/tt0243803/,,,"Comedy, Short",
5448,Clans Receiving the Queen,1898,/title/tt2151912/,,,"Documentary, Short",
5449,The Derby,IV) (1897,/title/tt2359351/,,,"Documentary, Short, Sport",
